"Age","Work_Experience","Family_Size","Segmentation","Gender (to number)","Ever_Married (to number)","Graduated (to number)","Profession (to number)","Spending_Score (to number)","Var_1 (to number)","Segmentation (to number)","ID"
47,1,4,"D",0,1,1,4,1,5,0,6802
57,1,3,"A",1,1,1,4,2,1,1,6803
50,9,1,"A",1,0,1,4,0,1,1,6804
27,0,2,"D",0,1,0,1,1,1,0,6805
45,1,3,"B",1,1,1,1,2,1,2,6806
30,8,2,"D",1,0,1,4,0,1,0,6807
45,0,2,"B",0,1,1,4,0,1,2,6808
30,1,4,"C",0,0,0,0,0,1,3,6809
31,1,3,"A",0,1,1,3,1,1,1,6810
45,1,4,"C",1,1,1,4,1,3,3,6811
67,0,2,"B",0,1,1,4,2,1,2,6812
76,1,2,"A",0,1,0,5,2,1,1,6813
69,0,2,"D",0,1,1,3,0,1,0,6814
83,0,2,"A",0,1,0,3,0,1,1,6815
38,0,2,"D",0,1,1,1,0,1,0,6816
36,0,1,"A",0,1,1,4,0,1,1,6817
69,0,3,"C",1,1,0,2,0,1,3,6818
33,0,3,"A",1,0,1,1,0,1,1,6819
38,1,3,"C",0,0,1,4,0,2,3,6820
48,1,2,"B",1,1,1,1,1,1,2,6821
51,2,2,"C",0,1,1,1,1,1,3,6822
56,1,2,"A",0,1,1,5,2,1,1,6823
57,0,3,"D",0,1,1,4,1,1,0,6824
49,1,3,"B",1,1,1,4,1,1,2,6825
30,0,3,"D",0,0,1,0,0,1,0,6826
40,8,2,"B",1,1,1,6,1,1,2,6827
38,0,2,"D",0,1,0,3,1,1,0,6828
31,8,5,"D",1,0,1,0,0,1,0,6829
33,0,2,"C",0,0,1,6,0,1,3,6830
50,0,2,"A",0,0,1,4,0,1,1,6831
50,0,2,"C",0,1,1,4,0,2,3,6832
30,0,6,"D",0,0,0,0,0,1,0,6833
60,0,2,"D",1,1,1,6,1,1,0,6834
39,9,2,"D",1,1,1,7,1,1,0,6835
59,1,2,"B",1,1,1,4,1,6,2,6836
51,0,2,"C",1,1,1,4,1,1,3,6837
40,5,2,"B",1,1,1,4,1,5,2,6838
53,4,4,"C",0,1,1,4,1,5,3,6839
32,7,5,"A",0,0,0,0,0,1,1,6840
52,0,4,"B",0,1,1,5,2,1,2,6841
31,0,1,"D",1,0,1,1,0,1,0,6842
30,3,4,"A",0,0,1,0,0,1,1,6843
25,8,3,"D",0,0,1,0,0,2,0,6844
40,1,4,"A",0,1,1,5,2,1,1,6845
27,4,4,"A",1,0,1,0,0,1,1,6846
61,0,2,"A",0,1,1,4,0,1,1,6847
33,1,1,"A",1,0,1,1,0,0,1,6848
28,1,4,"A",0,0,1,6,0,0,1,6849
48,2,2,"C",1,1,1,4,1,1,3,6850
73,0,2,"B",1,1,1,4,2,1,2,6851
36,0,2,"D",0,1,0,4,1,6,0,6852
32,0,4,"A",1,0,0,0,0,1,1,6853
42,8,3,"D",1,0,1,4,0,5,0,6854
60,6,9,"B",1,1,1,2,2,1,2,6855
46,1,1,"A",1,0,1,4,0,0,1,6856
31,0,3,"C",0,0,0,6,0,1,3,6857
50,1,1,"C",1,1,1,4,0,2,3,6858
30,3,1,"A",1,0,1,1,0,0,1,6859
49,1,3,"D",1,0,1,4,0,1,0,6860
51,0,6,"C",1,1,1,6,1,0,3,6861
65,0,2,"A",0,1,1,4,2,1,1,6862
65,1,3,"C",0,1,1,6,1,1,3,6863
39,0,2,"A",1,1,1,1,1,0,1,6864
84,0,2,"D",0,1,1,4,2,1,0,6865
37,0,1,"C",0,0,1,4,0,1,3,6866
28,8,2,"D",0,1,1,6,1,1,0,6867
69,1,5,"D",1,0,1,2,0,1,0,6868
74,1,1,"B",1,1,1,2,0,1,2,6869
79,1,2,"A",1,1,1,2,2,1,1,6870
21,9,1,"D",1,0,0,2,0,1,0,6871
20,5,5,"D",1,0,0,0,0,5,0,6872
43,3,1,"A",1,0,1,6,0,5,1,6873
43,0,4,"B",0,0,1,4,0,1,2,6874
42,1,1,"D",1,0,1,4,0,1,0,6875
25,10,4,"A",0,0,1,6,0,1,1,6876
59,0,1,"A",0,1,1,4,0,3,1,6877
49,0,5,"D",1,0,1,8,0,1,0,6878
32,1,4,"A",1,0,0,6,0,1,1,6879
36,8,2,"A",0,1,1,4,2,1,1,6880
45,9,3,"A",0,1,1,8,0,1,1,6881
48,1,4,"D",1,1,1,6,1,1,0,6882
65,0,2,"C",1,0,1,4,0,5,3,6883
39,1,2,"A",0,0,0,8,0,1,1,6884
25,1,7,"A",0,0,0,3,0,0,1,6885
49,5,5,"D",1,1,0,4,0,1,0,6886
77,1,2,"D",1,1,1,2,2,1,0,6887
38,9,1,"A",1,0,1,4,0,1,1,6888
19,0,6,"D",0,0,1,8,0,0,0,6889
76,1,2,"A",1,1,1,2,2,1,1,6890
28,0,4,"A",0,0,1,6,0,1,1,6891
51,1,3,"B",0,1,1,6,1,3,2,6892
28,0,5,"D",1,0,1,6,0,2,0,6893
42,0,1,"A",1,0,1,0,0,5,1,6894
45,1,1,"A",0,1,1,4,0,1,1,6895
63,6,3,"D",0,1,1,5,2,1,0,6896
18,0,6,"A",1,0,0,6,0,1,1,6897
26,7,4,"D",0,0,1,4,0,1,0,6898
43,5,4,"B",0,0,1,3,0,5,2,6899
36,0,1,"A",1,0,1,4,0,1,1,6900
32,1,4,"A",0,0,0,0,0,5,1,6901
42,0,1,"B",1,0,1,4,0,0,2,6902
69,0,2,"D",0,1,0,2,2,1,0,6903
70,1,1,"C",1,1,1,4,0,1,3,6904
25,1,3,"C",0,0,1,0,0,1,3,6905
56,1,3,"A",0,1,1,3,1,1,1,6906
40,9,1,"D",1,0,1,4,0,1,0,6907
23,1,6,"B",0,0,0,0,0,1,2,6908
20,3,4,"D",1,0,0,8,0,2,0,6909
39,2,1,"D",1,0,1,3,0,1,0,6910
40,1,2,"C",0,1,0,1,1,1,3,6911
33,3,4,"D",0,0,0,0,0,1,0,6912
20,14,2,"B",0,1,0,6,0,1,2,6913
35,7,4,"A",1,0,0,4,0,1,1,6914
42,1,2,"D",1,1,1,4,1,1,0,6915
30,0,4,"C",0,1,0,8,0,0,3,6916
56,0,2,"C",1,1,1,5,1,1,3,6917
28,0,2,"D",0,1,1,3,1,1,0,6918
38,6,2,"A",1,1,1,4,1,1,1,6919
26,9,1,"A",0,0,1,3,0,5,1,6920
36,0,1,"B",0,0,0,1,0,1,2,6921
56,0,1,"A",0,0,0,3,0,1,1,6922
26,0,1,"D",0,0,1,3,0,1,0,6923
28,4,4,"C",0,0,1,4,0,1,3,6924
32,0,5,"D",0,0,0,0,0,1,0,6925
52,4,1,"B",1,0,1,4,0,1,2,6926
50,0,2,"C",0,1,1,4,0,1,3,6927
40,8,2,"A",0,1,1,3,0,1,1,6928
53,1,2,"C",1,1,1,4,1,1,3,6929
63,0,3,"D",0,1,1,4,1,2,0,6930
62,0,3,"B",0,1,1,5,2,1,2,6931
38,1,1,"C",1,0,1,4,0,1,3,6932
57,1,2,"B",1,1,0,4,1,5,2,6933
43,9,1,"A",1,0,1,4,0,1,1,6934
21,1,3,"B",0,0,0,8,0,0,2,6935
22,0,5,"A",0,0,0,0,0,1,1,6936
68,1,1,"C",0,1,1,4,0,1,3,6937
28,0,1,"D",1,0,1,0,0,1,0,6938
33,0,2,"A",0,1,1,4,1,1,1,6939
38,8,1,"C",1,0,1,4,0,1,3,6940
39,4,1,"A",1,0,1,6,0,1,1,6941
49,9,2,"A",1,1,0,3,2,1,1,6942
38,6,4,"A",0,1,1,4,1,1,1,6943
68,0,2,"B",1,1,1,6,1,1,2,6944
31,0,3,"B",0,0,1,4,0,1,2,6945
46,1,3,"C",0,1,0,4,0,3,3,6946
35,9,2,"D",0,1,1,4,1,1,0,6947
42,8,3,"C",1,0,1,4,0,5,3,6948
38,8,1,"A",1,0,1,4,0,1,1,6949
88,2,1,"C",1,1,0,2,2,1,3,6950
26,4,2,"D",1,1,1,4,1,3,0,6951
35,0,3,"A",0,1,1,5,2,1,1,6952
41,3,2,"C",1,1,0,1,2,1,3,6953
37,1,2,"D",0,1,1,6,1,4,0,6954
41,8,4,"B",1,1,1,1,1,0,2,6955
33,0,9,"C",1,0,1,8,0,2,3,6956
61,2,4,"A",1,1,1,1,1,5,1,6957
19,1,3,"A",1,0,0,6,0,4,1,6958
50,4,1,"B",1,0,1,4,0,1,2,6959
48,0,4,"C",1,1,0,1,1,0,3,6960
57,1,3,"B",0,1,0,8,1,0,2,6961
72,1,3,"A",1,1,0,1,1,0,1,6962
49,0,3,"A",1,1,1,6,0,0,1,6963
41,0,4,"A",1,0,1,3,0,0,1,6964
65,2,7,"A",0,1,0,5,2,0,1,6965
22,0,3,"D",1,0,0,8,0,0,0,6966
23,0,4,"C",1,0,0,0,0,0,3,6967
41,0,1,"B",1,1,0,4,0,0,2,6968
42,0,3,"A",1,1,1,1,0,0,1,6969
49,1,2,"A",0,1,0,6,0,0,1,6970
40,0,2,"A",1,1,0,6,0,0,1,6971
50,1,5,"D",0,1,0,5,1,0,0,6972
19,6,3,"D",1,0,0,0,0,0,0,6973
22,0,6,"D",0,0,0,0,0,0,0,6974
27,4,6,"A",0,0,1,4,0,0,1,6975
55,0,8,"B",0,1,0,5,2,0,2,6976
80,0,2,"A",0,1,0,2,2,1,1,6977
43,0,4,"B",0,1,0,5,0,1,2,6978
25,1,3,"A",0,0,0,3,0,1,1,6979
58,0,4,"B",1,1,1,7,1,1,2,6980
76,1,2,"D",0,1,1,2,0,1,0,6981
47,1,3,"D",0,1,1,4,1,1,0,6982
43,1,2,"C",0,1,1,4,1,1,3,6983
31,1,4,"A",0,0,1,0,0,1,1,6984
27,0,7,"B",0,0,0,0,0,1,2,6985
31,0,4,"A",0,0,1,0,0,1,1,6986
46,1,2,"D",0,1,1,4,0,1,0,6987
48,1,4,"C",0,1,1,5,1,1,3,6988
57,0,2,"C",0,1,0,6,1,1,3,6989
30,0,1,"B",1,0,1,6,0,1,2,6990
31,14,2,"D",1,0,1,4,0,1,0,6991
49,1,3,"D",0,1,1,4,1,1,0,6992
56,1,4,"C",0,1,1,4,0,0,3,6993
83,8,2,"B",0,1,0,2,2,1,2,6994
63,5,4,"A",0,1,1,4,1,1,1,6995
71,1,2,"A",1,1,1,6,1,1,1,6996
50,0,4,"B",0,1,0,4,0,1,2,6997
31,4,5,"A",0,0,1,4,0,1,1,6998
60,0,6,"A",0,1,0,3,1,1,1,6999
71,8,2,"D",1,1,1,2,2,1,0,7000
49,0,6,"B",0,1,1,6,1,0,2,7001
74,9,1,"C",0,1,1,2,0,1,3,7002
51,1,6,"A",0,1,1,4,1,1,1,7003
46,0,3,"B",0,0,1,1,0,1,2,7004
39,2,2,"B",0,1,0,6,1,1,2,7005
85,1,2,"C",0,1,1,2,2,1,3,7006
31,1,2,"A",1,1,1,4,1,1,1,7007
39,4,3,"B",0,1,1,5,2,1,2,7008
48,1,2,"C",1,1,0,6,2,1,3,7009
71,0,2,"B",0,1,1,2,2,1,2,7010
32,0,5,"A",1,0,1,0,0,1,1,7011
55,0,1,"D",1,1,0,1,0,1,0,7012
46,0,2,"C",0,1,1,4,2,1,3,7013
45,1,1,"D",0,0,1,4,0,1,0,7014
33,1,2,"C",0,1,0,5,1,0,3,7015
29,5,2,"D",1,1,0,1,0,1,0,7016
35,8,1,"B",0,0,1,4,0,1,2,7017
25,1,1,"D",0,0,0,6,0,1,0,7018
26,0,3,"D",0,0,1,0,0,1,0,7019
48,1,2,"C",0,0,1,4,0,1,3,7020
66,0,3,"A",0,1,0,2,2,1,1,7021
65,2,3,"C",0,1,1,3,1,1,3,7022
87,1,1,"D",0,1,0,2,0,1,0,7023
18,1,9,"D",0,0,0,8,0,1,0,7024
22,0,8,"A",0,0,0,0,0,1,1,7025
31,4,4,"D",0,0,0,0,0,1,0,7026
63,0,2,"A",0,1,0,4,1,1,1,7027
43,1,1,"C",0,0,1,4,0,1,3,7028
39,0,2,"A",1,1,0,1,0,1,1,7029
31,1,5,"A",0,0,1,0,0,1,1,7030
31,0,5,"D",0,0,1,4,0,1,0,7031
43,0,4,"A",0,1,0,4,1,5,1,7032
52,0,3,"A",0,1,0,4,1,1,1,7033
63,0,3,"C",1,1,1,6,1,1,3,7034
35,1,7,"B",0,1,1,0,0,0,2,7035
39,9,4,"C",1,1,1,7,2,1,3,7036
25,1,6,"D",1,0,0,0,0,6,0,7037
20,0,5,"D",0,0,0,0,0,0,0,7038
36,0,5,"A",0,1,0,5,1,0,1,7039
52,2,5,"C",1,1,1,4,1,1,3,7040
42,1,2,"C",1,1,1,1,0,1,3,7041
30,1,3,"A",1,0,1,3,0,1,1,7042
66,3,2,"D",0,1,1,1,2,1,0,7043
62,9,5,"B",1,1,1,4,1,5,2,7044
36,4,1,"C",1,1,1,4,0,3,3,7045
33,0,3,"B",0,0,0,1,0,0,2,7046
28,0,8,"A",0,0,0,0,0,0,1,7047
48,3,2,"C",1,1,1,4,1,1,3,7048
53,1,2,"D",1,1,1,4,1,1,0,7049
71,0,2,"B",1,1,0,8,2,0,2,7050
35,9,2,"A",0,1,1,4,1,0,1,7051
41,0,1,"A",1,0,1,4,0,0,1,7052
39,0,4,"A",1,1,0,3,0,0,1,7053
79,1,2,"C",1,1,0,2,2,0,3,7054
29,9,8,"A",1,0,0,1,0,0,1,7055
33,7,7,"A",1,0,1,4,0,0,1,7056
25,4,3,"D",0,1,0,1,1,0,0,7057
52,4,1,"C",1,1,0,6,0,0,3,7058
41,0,7,"D",0,1,0,5,2,0,0,7059
39,1,5,"C",1,1,0,1,1,0,3,7060
32,3,7,"A",0,0,0,6,0,0,1,7061
19,1,5,"A",0,0,0,0,0,0,1,7062
30,1,3,"A",0,0,1,4,0,0,1,7063
31,0,6,"A",1,0,1,1,0,0,1,7064
37,0,6,"A",0,1,0,4,1,0,1,7065
38,4,1,"A",1,0,1,4,0,1,1,7066
45,3,3,"B",1,1,1,4,1,1,2,7067
43,1,5,"A",1,1,0,1,0,4,1,7068
26,14,3,"D",0,0,0,7,0,3,0,7069
49,1,2,"A",0,1,0,4,2,1,1,7070
53,1,4,"B",0,1,0,3,1,0,2,7071
52,5,5,"A",0,1,1,5,2,1,1,7072
66,0,2,"A",1,1,0,2,1,1,1,7073
26,6,2,"D",0,0,0,3,0,0,0,7074
53,8,2,"D",1,1,0,4,1,1,0,7075
87,0,2,"C",1,1,0,2,2,1,3,7076
28,1,2,"D",0,0,0,0,0,1,0,7077
37,7,3,"A",1,1,1,4,2,1,1,7078
25,1,2,"D",1,1,0,4,1,4,0,7079
33,6,3,"D",1,1,0,1,0,1,0,7080
33,2,4,"A",0,0,0,0,0,3,1,7081
26,1,3,"A",0,0,0,3,0,1,1,7082
32,6,4,"D",0,0,0,6,0,1,0,7083
22,0,4,"D",1,0,0,1,0,1,0,7084
19,2,4,"B",0,0,0,0,0,1,2,7085
46,0,4,"D",0,1,1,4,2,1,0,7086
19,4,4,"A",0,0,0,0,0,1,1,7087
52,1,3,"C",1,1,1,1,1,1,3,7088
47,1,3,"B",0,1,0,3,1,3,2,7089
41,5,3,"D",0,1,0,5,2,0,0,7090
37,9,4,"D",0,1,0,5,2,1,0,7091
20,8,2,"A",1,1,0,1,1,6,1,7092
73,3,1,"C",1,1,1,2,0,1,3,7093
51,0,3,"C",0,1,1,4,1,1,3,7094
42,1,3,"D",0,1,0,1,1,0,0,7095
20,1,3,"B",0,0,0,0,0,3,2,7096
23,0,3,"D",1,0,0,6,0,3,0,7097
31,2,2,"B",0,1,1,7,0,4,2,7098
33,1,3,"D",1,1,1,7,0,6,0,7099
21,9,6,"A",0,0,0,0,0,1,1,7100
51,5,7,"A",0,1,1,6,1,1,1,7101
47,0,4,"C",0,1,1,4,1,1,3,7102
21,0,2,"B",0,0,0,0,0,1,2,7103
32,9,4,"A",1,0,1,1,0,1,1,7104
30,8,1,"D",1,0,1,0,0,1,0,7105
61,1,1,"D",0,1,1,6,0,1,0,7106
43,0,4,"D",0,1,0,3,1,0,0,7107
25,8,1,"A",0,0,1,6,0,1,1,7108
46,0,3,"D",0,1,0,3,1,1,0,7109
53,12,2,"C",1,1,0,1,0,3,3,7110
55,0,2,"B",0,1,1,6,2,1,2,7111
42,0,3,"D",1,1,0,1,0,1,0,7112
26,11,1,"D",1,0,1,8,0,1,0,7113
29,0,3,"A",0,0,0,0,0,1,1,7114
39,4,4,"A",0,1,1,4,1,3,1,7115
25,6,3,"A",1,0,0,4,0,1,1,7116
26,4,4,"D",1,0,1,4,0,1,0,7117
51,0,5,"C",0,1,0,5,2,1,3,7118
30,8,2,"C",0,1,0,7,1,1,3,7119
33,8,2,"D",1,0,0,7,0,1,0,7120
42,5,3,"C",0,1,1,5,2,1,3,7121
71,2,1,"B",0,1,1,2,0,1,2,7122
35,6,5,"C",0,1,0,4,1,1,3,7123
28,0,5,"D",0,0,0,8,0,1,0,7124
31,1,2,"A",0,1,1,4,1,3,1,7125
43,2,3,"A",0,1,1,4,1,1,1,7126
77,0,2,"A",1,1,0,2,2,1,1,7127
71,0,1,"B",1,1,1,1,0,1,2,7128
26,9,1,"D",1,0,0,7,0,1,0,7129
40,4,4,"B",0,1,0,6,1,1,2,7130
72,0,2,"B",1,1,1,2,2,1,2,7131
73,1,2,"D",1,1,1,4,2,1,0,7132
26,1,6,"B",0,0,1,0,0,3,2,7133
52,10,4,"B",0,1,0,3,1,1,2,7134
42,3,2,"A",0,1,1,4,1,1,1,7135
28,0,3,"B",0,1,1,4,1,4,2,7136
43,7,1,"B",1,1,0,7,0,1,2,7137
25,0,4,"D",0,0,0,6,0,1,0,7138
52,1,3,"A",0,1,1,5,2,1,1,7139
28,9,1,"D",1,0,1,7,0,1,0,7140
56,0,4,"A",0,1,1,3,1,1,1,7141
38,12,7,"A",0,1,0,5,2,1,1,7142
83,1,2,"C",0,1,0,2,2,1,3,7143
35,12,1,"C",1,0,1,7,0,1,3,7144
40,0,2,"B",0,1,1,8,0,1,2,7145
25,7,1,"C",0,0,1,4,0,1,3,7146
52,0,4,"B",0,1,1,4,0,1,2,7147
33,0,4,"B",0,0,0,4,0,6,2,7148
28,6,3,"A",0,0,1,4,0,1,1,7149
43,0,1,"C",1,0,1,4,0,1,3,7150
84,1,2,"A",1,1,1,2,2,1,1,7151
48,6,4,"C",0,1,1,5,2,1,3,7152
55,3,2,"D",1,1,0,1,1,1,0,7153
37,8,1,"A",1,1,1,7,0,1,1,7154
38,11,3,"A",0,1,1,1,1,1,1,7155
35,9,1,"D",1,0,0,7,0,1,0,7156
35,0,2,"A",0,0,0,3,0,1,1,7157
46,0,1,"A",1,1,0,2,0,1,1,7158
79,0,1,"C",1,1,1,2,0,1,3,7159
63,5,2,"B",0,1,1,2,2,1,2,7160
35,0,1,"A",1,0,1,3,0,1,1,7161
50,0,4,"C",0,1,0,4,1,1,3,7162
45,0,3,"D",0,1,1,5,2,1,0,7163
36,0,4,"A",1,0,1,7,0,1,1,7164
43,11,2,"B",0,1,0,3,1,1,2,7165
62,1,5,"B",0,1,1,8,2,1,2,7166
57,2,2,"A",0,1,1,4,1,1,1,7167
51,9,1,"A",0,0,0,8,0,1,1,7168
27,0,4,"C",1,1,0,4,0,1,3,7169
50,6,3,"A",0,1,1,3,0,1,1,7170
75,1,3,"D",0,1,1,5,2,1,0,7171
28,2,2,"C",0,0,0,5,0,3,3,7172
39,9,2,"A",0,1,1,4,1,1,1,7173
69,0,2,"C",1,1,1,6,1,1,3,7174
39,1,3,"A",1,1,0,3,2,3,1,7175
47,0,1,"C",0,0,1,4,0,3,3,7176
49,5,3,"D",0,1,1,6,1,6,0,7177
52,8,2,"A",1,1,1,4,0,1,1,7178
26,7,2,"A",1,0,1,0,0,3,1,7179
72,1,1,"C",1,1,1,1,0,1,3,7180
47,0,3,"D",1,1,1,4,0,0,0,7181
19,1,2,"D",1,0,0,0,0,0,0,7182
21,1,3,"A",1,0,0,0,0,2,1,7183
39,1,1,"D",0,0,0,3,0,1,0,7184
52,0,1,"C",1,0,1,4,0,1,3,7185
37,8,3,"B",0,1,0,3,1,1,2,7186
51,0,2,"A",0,1,0,3,0,1,1,7187
48,1,3,"B",0,1,0,1,1,1,2,7188
47,1,4,"B",0,1,1,5,2,1,2,7189
45,0,3,"A",1,1,0,1,1,1,1,7190
29,5,2,"C",1,0,0,1,0,1,3,7191
47,1,1,"C",1,1,0,6,0,1,3,7192
41,8,2,"B",0,1,1,3,1,1,2,7193
32,9,4,"C",1,1,0,7,1,5,3,7194
31,2,3,"D",0,1,0,8,0,1,0,7195
20,1,3,"A",0,0,0,8,0,1,1,7196
46,0,3,"B",1,1,1,4,1,1,2,7197
65,1,3,"D",0,1,1,4,1,1,0,7198
29,9,1,"A",0,1,0,7,0,0,1,7199
41,3,2,"A",0,1,1,3,1,3,1,7200
38,9,2,"C",0,1,1,3,1,3,3,7201
30,6,2,"A",1,1,0,1,0,3,1,7202
63,1,1,"B",1,1,1,1,0,3,2,7203
42,6,2,"B",0,1,1,4,1,3,2,7204
41,0,3,"C",0,1,0,5,2,1,3,7205
46,1,2,"C",0,1,1,1,0,3,3,7206
27,3,2,"D",0,1,1,0,0,1,0,7207
22,1,4,"B",1,0,0,0,0,5,2,7208
20,0,4,"A",0,0,0,0,0,1,1,7209
40,0,2,"A",1,1,1,1,0,1,1,7210
28,0,6,"D",1,0,1,6,0,0,0,7211
28,0,2,"B",0,1,0,3,0,3,2,7212
20,0,4,"D",1,0,0,0,0,3,0,7213
53,0,6,"A",1,1,0,1,1,3,1,7214
35,0,2,"A",1,1,1,6,0,1,1,7215
30,6,4,"D",0,0,1,0,0,5,0,7216
46,2,1,"B",1,1,1,4,0,1,2,7217
36,3,4,"D",1,0,1,1,0,5,0,7218
38,4,3,"A",1,1,1,4,2,5,1,7219
45,1,1,"D",1,1,1,6,0,0,0,7220
46,5,2,"A",1,1,1,5,2,1,1,7221
25,0,1,"A",0,0,1,6,0,3,1,7222
27,0,7,"A",0,0,0,8,0,1,1,7223
42,6,1,"A",1,1,1,6,0,3,1,7224
55,6,1,"B",0,1,1,6,0,3,2,7225
31,0,4,"D",0,0,0,8,0,3,0,7226
38,6,5,"B",1,1,0,3,1,5,2,7227
59,2,3,"D",1,1,1,4,2,1,0,7228
61,1,3,"B",0,1,0,5,1,1,2,7229
27,1,2,"D",1,1,1,1,0,1,0,7230
26,1,5,"A",0,1,0,5,2,1,1,7231
47,0,3,"B",0,1,0,3,1,1,2,7232
52,1,4,"A",0,1,1,4,1,1,1,7233
57,1,2,"A",0,1,0,1,1,1,1,7234
86,1,2,"D",1,1,1,2,2,1,0,7235
43,0,4,"A",1,1,0,1,1,1,1,7236
43,0,1,"A",1,1,1,6,0,1,1,7237
31,0,4,"B",0,0,0,0,0,0,2,7238
30,1,2,"D",0,1,0,5,2,1,0,7239
27,8,3,"B",0,1,1,6,1,1,2,7240
47,0,2,"A",0,1,1,5,0,1,1,7241
35,1,4,"A",0,1,1,5,2,1,1,7242
25,0,2,"D",0,1,1,3,0,2,0,7243
25,0,3,"D",1,1,0,4,0,1,0,7244
38,1,1,"C",0,0,0,4,0,3,3,7245
32,0,3,"A",1,0,0,1,0,1,1,7246
48,1,6,"A",0,1,0,5,2,1,1,7247
38,10,1,"A",1,0,0,4,0,1,1,7248
85,1,2,"D",1,1,1,4,2,5,0,7249
31,1,2,"D",1,0,1,6,0,0,0,7250
20,3,4,"D",1,0,0,0,0,0,0,7251
37,0,2,"B",1,1,1,4,1,0,2,7252
33,8,2,"A",0,0,1,4,0,1,1,7253
52,5,1,"C",1,0,0,4,0,1,3,7254
26,0,3,"A",0,0,1,6,0,1,1,7255
21,9,5,"D",1,0,0,0,0,0,0,7256
42,0,1,"C",1,0,1,1,0,1,3,7257
39,0,4,"D",0,1,1,4,1,1,0,7258
41,1,2,"D",1,1,1,6,1,1,0,7259
18,1,5,"A",1,0,0,0,0,1,1,7260
22,0,1,"D",0,0,0,0,0,1,0,7261
25,2,2,"A",1,1,0,1,0,1,1,7262
18,0,4,"A",1,0,0,3,0,5,1,7263
20,1,5,"D",1,0,0,0,0,6,0,7264
21,0,4,"D",0,0,0,8,0,5,0,7265
25,1,4,"A",1,0,0,0,0,3,1,7266
46,0,5,"A",1,1,0,1,1,3,1,7267
21,1,4,"B",0,0,0,0,0,5,2,7268
27,0,3,"C",0,0,1,6,0,1,3,7269
59,1,4,"C",0,1,1,5,2,1,3,7270
26,8,1,"B",1,0,1,4,0,1,2,7271
26,0,2,"D",0,1,1,4,1,1,0,7272
32,1,2,"D",1,1,0,6,1,2,0,7273
33,0,6,"A",0,0,0,0,0,1,1,7274
28,0,3,"A",0,0,1,0,0,1,1,7275
30,0,3,"A",1,0,1,0,0,2,1,7276
41,3,3,"B",1,0,0,1,0,3,2,7277
42,13,2,"A",0,1,1,4,0,1,1,7278
45,1,4,"A",1,1,1,6,1,1,1,7279
29,0,1,"D",1,0,0,1,0,1,0,7280
46,1,3,"A",0,1,1,3,1,1,1,7281
26,5,4,"D",1,1,1,8,2,5,0,7282
38,9,3,"D",1,1,1,8,0,1,0,7283
46,0,2,"D",0,0,1,4,0,1,0,7284
40,0,1,"A",1,0,0,4,0,6,1,7285
25,9,3,"C",0,0,0,1,0,0,3,7286
33,0,4,"A",1,0,1,4,0,1,1,7287
56,8,2,"A",0,1,1,5,2,1,1,7288
26,0,3,"C",1,0,0,0,0,1,3,7289
28,0,6,"A",1,1,0,6,1,1,1,7290
41,1,3,"A",0,1,0,5,1,1,1,7291
37,0,3,"C",0,1,1,4,2,1,3,7292
59,1,3,"A",0,1,1,4,1,3,1,7293
43,0,2,"A",1,1,1,4,1,1,1,7294
20,1,3,"A",0,0,0,0,0,1,1,7295
30,1,5,"A",1,0,1,0,0,5,1,7296
66,0,2,"C",0,1,0,5,1,1,3,7297
28,1,3,"D",0,1,1,4,1,1,0,7298
49,0,3,"B",0,1,1,3,1,1,2,7299
27,9,2,"D",0,1,1,4,1,1,0,7300
35,1,1,"A",1,1,0,1,0,0,1,7301
33,0,2,"A",0,1,1,0,1,1,1,7302
36,2,2,"A",1,1,1,4,1,1,1,7303
27,9,1,"D",1,0,1,4,0,1,0,7304
31,1,5,"D",1,0,0,1,0,0,0,7305
30,0,4,"D",1,0,0,0,0,0,0,7306
47,1,4,"C",0,1,0,5,0,0,3,7307
36,1,4,"C",1,0,1,4,0,5,3,7308
30,1,3,"D",1,0,1,1,0,1,0,7309
60,9,1,"B",0,1,1,4,0,1,2,7310
32,0,2,"C",1,1,1,4,1,0,3,7311
28,7,3,"A",1,0,0,0,0,6,1,7312
46,2,4,"B",0,1,1,0,2,2,2,7313
30,7,2,"D",0,1,1,3,0,1,0,7314
46,1,4,"D",1,1,1,1,1,1,0,7315
37,0,2,"C",0,1,0,1,1,4,3,7316
25,2,3,"B",1,0,1,1,0,1,2,7317
43,1,4,"A",1,1,1,1,1,1,1,7318
32,0,4,"B",0,0,0,8,0,1,2,7319
50,1,4,"D",1,1,1,1,2,1,0,7320
43,3,3,"B",0,1,0,4,1,1,2,7321
37,0,2,"B",0,1,1,4,1,0,2,7322
61,0,4,"D",0,1,0,0,2,2,0,7323
39,5,2,"A",0,1,1,4,1,1,1,7324
46,1,5,"B",0,1,1,4,1,1,2,7325
37,0,4,"D",0,1,0,3,1,0,0,7326
36,0,3,"A",1,1,0,1,0,5,1,7327
28,0,1,"B",1,0,0,4,0,1,2,7328
42,8,1,"B",0,0,1,4,0,1,2,7329
82,1,1,"D",0,1,1,5,0,1,0,7330
18,1,8,"B",1,0,0,0,0,0,2,7331
18,0,4,"D",1,0,0,1,0,1,0,7332
36,1,1,"A",1,0,1,4,0,6,1,7333
49,1,2,"B",0,1,1,3,1,1,2,7334
69,1,3,"A",1,1,1,4,1,1,1,7335
